filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_toboggan_penguin,2100,984,2142,1006
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_toboggan_penguin,2260,983,2288,999
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_toboggan_penguin,2290,979,2322,995
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_toboggan_penguin,2340,979,2368,992
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_toboggan_penguin,2447,987,2478,1006
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_standing_penguin,2521,1039,2607,1176
Screenshot from R0010045_st.MP4 - 8.jpg,3840,1920,adult_standing_penguin,3074,1018,3113,1069
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,168,1086,208,1104
Screenshot from R0010040_st.MP4.jpg,3840,1920,researcher,259,1031,289,1083
Screenshot from R0010040_st.MP4.jpg,3840,1920,researcher,389,994,443,1103
Screenshot from R0010040_st.MP4.jpg,3840,1920,researcher,582,982,624,1074
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,56,1100,79,1114
Screenshot from R0010040_st.MP4.jpg,3840,1920,researcher,1092,434,1867,1422
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2824,1000,2851,1020
Screenshot from R0010040_st.MP4.jpg,3840,1920,juvenile_penguin,3343,1075,3358,1098
Screenshot from R0010040_st.MP4.jpg,3840,1920,juvenile_penguin,3458,1080,3470,1105
Screenshot from R0010040_st.MP4.jpg,3840,1920,juvenile_penguin,3490,1091,3504,1111
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,3486,1103,3530,1129
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,3512,1112,3564,1138
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_toboggan_penguin,3597,1095,3626,1111
Screenshot from R0010040_st.MP4.jpg,3840,1920,juvenile_penguin,3635,1098,3650,1127
Screenshot from R0010040_st.MP4.jpg,3840,1920,adult_standing_penguin,3648,1090,3672,1128
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,researcher,1,688,185,1450
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,researcher,164,320,951,1739
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1150,978,1183,1012
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1176,970,1195,1014
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1216,980,1234,1012
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1569,995,1589,1034
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1778,1009,1798,1040
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1805,1007,1827,1047
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1836,1025,1874,1042
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1900,1016,1931,1033
Screenshot from R0010030_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,2229,1028,2261,1043
Screenshot from R0010014_st.MP4 - 9.jpg,3840,1920,researcher,312,1077,362,1145
Screenshot from R0010014_st.MP4 - 9.jpg,3840,1920,adult_toboggan_penguin,488,1041,554,1086
Screenshot from R0010014_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,1683,761,1704,805
Screenshot from R0010014_st.MP4 - 9.jpg,3840,1920,researcher,2285,881,2394,1058
Screenshot from R0010014_st.MP4 - 9.jpg,3840,1920,researcher,2742,1170,3078,1420
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,researcher,19,617,1027,1812
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,8,873,97,1020
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,352,899,401,968
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,1271,940,1323,1037
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,1360,956,1405,1037
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,1432,998,1496,1023
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,1560,1011,1641,1052
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,1696,931,1781,1115
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,1996,1021,2085,1060
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,2132,964,2194,1070
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,2229,963,2280,1064
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,2491,931,2590,1097
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,2703,985,2785,1033
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,3073,910,3149,1069
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,3269,906,3322,1014
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,3308,919,3344,998
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,3365,951,3424,984
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_toboggan_penguin,3559,930,3602,952
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,adult_standing_penguin,3575,912,3603,949
Screenshot from R0010038_st.MP4 - 6.jpg,3840,1920,researcher,3702,909,3725,950
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,researcher,1,864,448,1792
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_toboggan_penguin,1188,930,1214,948
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1421,894,1479,951
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1464,865,1524,1014
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1535,879,1592,1003
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1580,837,1674,1065
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1886,850,2018,1034
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1949,841,2101,1062
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,2176,887,2258,1007
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,researcher,3404,900,3596,1120
Screenshot from R0010028_st.MP4 - 13.jpg,3840,1920,researcher,2750,723,3840,1527
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,researcher,596,620,1898,1901
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,228,951,272,1036
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,269,972,312,1036
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1395,936,1439,1004
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1480,920,1552,1068
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1600,909,1663,1052
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1649,902,1692,1048
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1670,907,1725,1049
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1743,894,1796,1046
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1734,944,1834,1061
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1825,892,1882,1046
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1919,899,1958,1020
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1944,891,2013,1046
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2026,907,2099,1027
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2115,906,2157,1002
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2254,902,2319,1061
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2314,921,2346,1026
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2356,899,2429,1067
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,2690,995,2840,1072
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2817,919,2887,1098
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,2888,932,2931,1018
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,3051,945,3116,1042
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,3106,952,3140,1029
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,3204,991,3276,1026
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,3354,991,3425,1020
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,3421,955,3445,1008
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,3551,993,3585,1008
Screenshot from R0010037_st.MP4 - 7.jpg,3840,1920,researcher,3564,947,3592,1005
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,127,994,169,1068
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,362,1013,389,1030
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,882,1008,916,1119
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,887,1037,967,1183
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,998,994,1037,1054
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1046,1006,1108,1033
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1052,1046,1129,1185
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1274,1008,1378,1230
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1444,1037,1540,1236
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1741,1014,1794,1039
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1698,976,1737,993
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1810,1009,1870,1126
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2103,1027,2175,1160
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2164,972,2187,989
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2681,976,2739,1003
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2761,987,2812,1011
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2822,991,2875,1020
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2880,973,2916,988
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,researcher,2967,814,3112,1227
Screenshot from R0010034_st.MP4 - 2.jpg,3840,1920,researcher,3154,425,3840,1630
Screenshot from R0010027_st.MP4.jpg,3840,1920,adult_standing_penguin,29,950,79,1042
Screenshot from R0010027_st.MP4.jpg,3840,1920,adult_toboggan_penguin,435,973,472,992
Screenshot from R0010027_st.MP4.jpg,3840,1920,adult_toboggan_penguin,555,976,584,992
Screenshot from R0010027_st.MP4.jpg,3840,1920,researcher,1088,951,1101,985
Screenshot from R0010027_st.MP4.jpg,3840,1920,researcher,1101,947,1118,991
Screenshot from R0010027_st.MP4.jpg,3840,1920,researcher,1955,544,2813,1412
Screenshot from R0010027_st.MP4.jpg,3840,1920,researcher,3384,936,3633,1130
Screenshot from R0010027_st.MP4.jpg,3840,1920,adult_toboggan_penguin,3554,980,3611,1014
Screenshot from R0010027_st.MP4.jpg,3840,1920,adult_standing_penguin,3789,948,3835,1030
Screenshot from R0010019_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,378,973,397,1005
Screenshot from R0010019_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,516,952,535,982
Screenshot from R0010019_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,596,970,612,996
Screenshot from R0010019_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,617,969,637,995
Screenshot from R0010019_st.MP4 - 3.jpg,3840,1920,researcher,630,951,647,990
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,researcher,1,712,477,1551
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,847,860,956,1082
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_toboggan_penguin,970,970,1092,1027
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1092,887,1149,1015
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1181,902,1259,1013
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_toboggan_penguin,938,935,967,950
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1746,845,1865,1125
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1629,872,1702,1031
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1651,881,1741,1059
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,1947,878,2027,1051
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,adult_standing_penguin,2046,849,2182,1140
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,researcher,3166,889,3325,1121
Screenshot from R0010028_st.MP4 - 16.jpg,3840,1920,researcher,3254,715,3840,1435
R0010003_st_Moment(20).jpg,3840,1920,researcher,470,956,510,1009
R0010003_st_Moment(20).jpg,3840,1920,researcher,532,910,569,1002
R0010003_st_Moment(20).jpg,3840,1920,researcher,565,919,601,998
R0010003_st_Moment(20).jpg,3840,1920,adult_toboggan_penguin,1692,1005,1755,1035
R0010003_st_Moment(20).jpg,3840,1920,adult_standing_penguin,1826,971,1870,1051
R0010003_st_Moment(20).jpg,3840,1920,adult_standing_penguin,1930,980,1979,1084
R0010003_st_Moment(20).jpg,3840,1920,adult_standing_penguin,2025,983,2083,1086
R0010003_st_Moment(20).jpg,3840,1920,adult_standing_penguin,2161,993,2229,1118
R0010003_st_Moment(20).jpg,3840,1920,adult_standing_penguin,2394,983,2465,1089
R0010003_st_Moment(20).jpg,3840,1920,adult_toboggan_penguin,2950,978,2993,1002
Screenshot from R0010026_st.MP4.jpg,3840,1920,researcher,350,847,602,1492
Screenshot from R0010026_st.MP4.jpg,3840,1920,researcher,1172,830,1330,1255
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_standing_penguin,1368,987,1403,1054
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2098,986,2129,1017
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_standing_penguin,2355,936,2368,957
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1898,953,1923,969
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1821,955,1848,973
Screenshot from R0010026_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2070,954,2098,975
Screenshot from R0010019_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,1,1027,30,1150
Screenshot from R0010019_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,3696,1006,3724,1085
Screenshot from R0010019_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,3741,1009,3773,1103
Screenshot from R0010019_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,3809,1014,3840,1146
Screenshot from R0010019_st.MP4 - 9.jpg,3840,1920,adult_standing_penguin,3770,1009,3815,1106
Screenshot from R0010047_st.MP4.jpg,3840,1920,researcher,1,409,340,1904
Screenshot from R0010047_st.MP4.jpg,3840,1920,researcher,3372,388,3840,1657
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1616,981,1632,1011
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1666,1017,1720,1041
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1702,978,1727,1021
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1737,979,1762,1029
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1773,1005,1821,1109
Screenshot from R0010047_st.MP4.jpg,3840,1920,juvenile_penguin,1851,998,1871,1026
Screenshot from R0010047_st.MP4.jpg,3840,1920,juvenile_penguin,1868,991,1891,1026
Screenshot from R0010047_st.MP4.jpg,3840,1920,juvenile_penguin,1886,994,1901,1025
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1904,981,1930,1028
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1926,999,1958,1013
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1949,977,1970,1022
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,1970,974,1990,1009
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,2047,979,2066,1016
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,2080,981,2099,1022
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,2121,983,2136,1013
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_standing_penguin,2266,995,2298,1059
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2317,1023,2378,1047
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2456,1028,2501,1054
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2789,994,2813,1008
Screenshot from R0010047_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2819,994,2843,1006
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,309,1079,367,1149
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,435,1039,476,1075
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,488,1044,552,1084
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,adult_standing_penguin,1674,762,1707,800
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,researcher,2281,891,2389,1044
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,researcher,2780,1171,3084,1398
Screenshot from R0010014_st.MP4 - 7.jpg,3840,1920,adult_toboggan_penguin,3089,1155,3142,1189
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,researcher,1,325,109,1638
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,researcher,2990,301,3840,1778
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,295,1015,351,1046
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1119,1032,1174,1060
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1495,999,1529,1016
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,1735,999,1762,1035
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,juvenile_penguin,1765,993,1776,1017
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,1774,978,1794,1015
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,1807,992,1842,1044
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1834,1061,1937,1100
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,1949,977,1972,1012
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2001,1009,2031,1033
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,juvenile_penguin,2013,981,2024,1005
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,juvenile_penguin,2035,978,2048,1005
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,2081,974,2102,1024
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2167,999,2190,1021
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2273,1052,2370,1094
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2386,1016,2431,1042
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2361,990,2405,1011
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2410,988,2435,1007
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2492,977,2513,988
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2919,967,2944,986
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,3059,972,3094,1023
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,3105,955,3119,981
Screenshot from R0010044_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,2233,965,2252,999
R0010003_st_Moment(24).jpg,3840,1920,researcher,3503,706,3761,1279
R0010003_st_Moment(24).jpg,3840,1920,researcher,3326,938,3386,1020
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1747,982,1803,1105
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1592,992,1645,1129
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1550,979,1602,1091
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1711,997,1755,1097
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1427,976,1464,1071
R0010003_st_Moment(24).jpg,3840,1920,adult_standing_penguin,1305,980,1344,1052
R0010003_st_Moment(24).jpg,3840,1920,adult_toboggan_penguin,1094,1006,1158,1038
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_standing_penguin,212,976,228,1008
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_standing_penguin,366,966,382,999
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_toboggan_penguin,442,981,466,995
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_toboggan_penguin,462,988,485,998
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1049,982,1075,997
Screenshot from R0010025_st.MP4.jpg,3840,1920,adult_standing_penguin,1159,969,1175,987
Screenshot from R0010025_st.MP4.jpg,3840,1920,researcher,1288,946,1317,999
Screenshot from R0010025_st.MP4.jpg,3840,1920,researcher,1322,939,1337,1002
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,254,1023,283,1034
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,680,1076,750,1205
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,801,1106,888,1152
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,researcher,1212,397,1977,1523
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1939,969,2013,1082
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2156,930,2222,1045
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2248,984,2342,1034
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2308,916,2350,993
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2511,886,2552,953
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3191,928,3248,1039
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3423,937,3452,994
Screenshot from R0010031_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3508,958,3602,1131
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_standing_penguin,499,1016,592,1219
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_standing_penguin,560,1005,636,1166
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_standing_penguin,668,1007,774,1202
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_standing_penguin,750,995,800,1123
Screenshot from R0010017_st.MP4.jpg,3840,1920,juvenile_penguin,857,1023,902,1101
Screenshot from R0010017_st.MP4.jpg,3840,1920,researcher,1557,852,2010,1502
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1297,984,1335,1005
Screenshot from R0010017_st.MP4.jpg,3840,1920,adult_toboggan_penguin,2064,1036,2179,1086
Screenshot from R0010017_st.MP4.jpg,3840,1920,researcher,3348,822,3840,1535
Screenshot from R0010017_st.MP4.jpg,3840,1920,researcher,3638,948,3657,986
Screenshot from R0010017_st.MP4.jpg,3840,1920,researcher,1817,851,3390,1749
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,researcher,2298,183,3235,1751
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,40,977,60,1019
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,3481,991,3567,1051
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,3709,991,3746,1016
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,3745,1000,3801,1022
Screenshot from R0010048_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,3779,983,3805,1018
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,researcher,3027,409,3840,1757
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1041,999,1109,1033
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1102,974,1135,995
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1156,979,1203,999
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1324,955,1344,980
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1918,979,1953,994
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1949,965,1988,1047
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,juvenile_penguin,1990,989,2015,1044
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2458,975,2482,1015
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2552,976,2570,1004
Screenshot from R0010045_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2707,986,2748,1003
Screenshot from R0010045_st.MP4 - 3.jpg,3840,1920,researcher,11,317,625,1780
Screenshot from R0010045_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,949,1000,1012,1035
Screenshot from R0010045_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1077,976,1104,988
